start,end
137082,138489
390250,391699
422514,423924
554610,555996
677414,678842
630292,631687
322337,323765
275300,276728
368610,369999
30816,32199
352705,354103
22390,23776
209678,211073
554610,555984
162422,163829
286788,288177
539146,540508
420985,422359
85653,87081
639752,641123
630292,631657
559996,561400
469056,470424
368610,369969
352705,354070
322337,323726
209678,211040
22390,23731
368610,369951
630292,631633
197927,199274
537632,538994
209678,211025
559996,561367
520415,521768
22390,23719
286788,288126
420985,422314
30816,32127
470635,471976
45806,47138
97086,98403
455132,456431
554610,555906
559996,561340
275300,276635
322337,323675
486838,488113
420985,422290
196545,197898
137082,138378
598713,600021
486838,488101
3733,5020
457425,458700
559996,561316
546679,547984
422514,423789
44179,45466
22390,23653
461914,463168
533915,535184
472965,474252
540564,541866
322337,323624
162422,163697
286788,288045
520415,521684
548356,549616
630292,631537
256526,257771
598713,599976
98402,99647
540564,541851
261502,262756
125694,126954
533915,535151
486838,488035
22390,23611
256526,257750
275300,276545
322337,323585
486838,488023
396638,397859
91412,92633
390250,391495
597478,598702
422514,423720
492808,494023
261502,262723
642087,643326
520415,521630
630292,631480
193520,194717
352705,353884
85653,86871
624884,626060
695100,696276
375458,376670
352705,353866
286788,287946
45806,46970
486838,487960
422514,423660
495119,496244
486838,487954
633585,634746
125694,126861
390250,391423
472965,474126
182462,183620
77620,78799
368610,369738
105304,106456
14167,15298
426136,427264
275300,276455
541887,543033
618253,619387
197927,199055
420985,422101
486838,487927
352705,353824
677414,678542
520415,521546
624884,626006
420985,422095
84190,85312
418074,419184
396638,397757
368610,369708
123016,124090
256526,257615
164729,165818
680211,681309
96001,97084
397871,398966
626069,627167
680211,681306
85653,86775
77620,78739
492808,493897
537632,538724
680211,681300
270602,271754
332370,333459
123016,124072
162422,163499
84190,85276
602285,603335
47768,48836
598713,599787
45806,46874
77620,78718
548356,549424
98402,99455
332370,333438
167975,169016
469056,470094
652234,653290
390250,391324
250897,251953
99643,100711
360084,361146
205125,206175
113443,114487
397871,398918
533915,534959
84190,85240
342883,343933
96001,97030
360084,361131
630292,631306
624884,625910
602285,603290
373867,374881
539146,540142
200970,201996
520415,521432
85653,86700
633585,634605
338324,339311
422514,423516
520415,521426
286788,287781
96001,97000
45806,46811
680211,681219
209678,210677
420985,421981
520415,521420
390250,391264
624884,625883
85653,86682
422514,423501
85653,86679
642087,643104
167975,168947
208620,209580
504913,505888
47768,48749
175532,176528
639752,640730
182462,183452
422514,423486
196545,197550
8237,9191
461914,462865
3733,4696
368610,369570
695100,696075
498054,499017
203533,204496
26276,27227
385231,386194
108380,109325
352705,353662
275300,276269
77620,78604
352705,353659
360084,361053
250897,251857
209678,210629
97086,98031
99643,100606
167975,168908
84190,85153
43187,44129
372920,373871
559996,560962
276714,277647
17689,18655
472965,473922
352705,353641
47768,48704
597478,598420
3733,4660
390250,391195
142778,143705
458887,459796
370276,371221
200970,201909
2800,3733
286788,287694
539146,540049
368610,369519
511640,512573
123016,123913
282277,283186
17689,18625
492808,493723
458887,459778
250897,251809
102232,103153
270602,271565
45806,46712
286788,287682
360084,361005
537632,538544
123016,123901
546679,547579
18714,19620
348681,349572
182462,183368
146967,147870
27292,28207
371235,372105
209678,210569
330626,331496
520415,521300
627693,628551
536585,537464
550438,551332
338324,339188
370276,371179
495119,495986
504913,505786
123016,123880
314356,315244
422514,423393
677414,678293
537632,538517
680211,681090
495119,495977
630292,631150
3733,4597
276714,277566
27292,28177
627693,628524
284304,285168
352705,353560
99643,100513
387794,388646
504913,505765
8237,9086
190856,191708
164729,165584
17689,18568
627693,628521
193520,194378
626069,626927
350338,351181
492808,493660
119280,120135
418074,418917
422514,423357
370276,371140
84190,85045
98402,99233
371235,372051
285943,286777
597478,598321
2800,3646
103154,103985
172619,173444
422514,423348
677414,678248
602285,603104
680211,681045
371235,372042
320226,321081
386970,387798
523293,524157
270602,271478
550438,551266
624884,625709
548356,549178
28373,29195
162422,163235
467411,468230
372920,373739
322337,323156
276714,277515
372114,372924
472965,473781
370276,371101
386970,387780
229166,229970
533010,533826
344175,344991
495119,495908
549626,550442
535709,536486
256526,257309
652234,653026
229166,229964
472965,473766
131587,132379
627693,628458
167975,168752
286788,287565
209678,210461
162422,163205
420985,421765
284304,285096
516582,517362
467411,468194
422514,423291
614156,614933
143701,144472
554610,555372
26276,27041
535709,536468
103154,103922
98402,99164
404047,404818
96001,96766
244326,245094
42402,43173
386206,386974
237334,238120
351214,351979
250897,251665
549626,550409
597478,598246
360084,360858
122091,122856
98402,99155
45806,46562
28373,29132
387794,388538
67866,68646
99643,100402
284304,285063
97086,97830
373867,374611
396638,397388
628550,629297
194905,195664
196545,197316
191854,192580
22390,23125
102232,102991
511640,512390
350338,351073
143701,144436
314356,315103
146967,147708
244326,245061
189873,190599
360084,360831
597478,598213
256526,257243
291499,292231
677414,678143
208620,209334
387794,388514
498054,498780
371235,371943
680211,680940
22390,23110
429753,430476
172619,173339
344175,344913
535709,536417
583680,584430
633585,634314
387794,388508
385231,385957
410326,411052
533915,534638
420196,420910
469056,469758
286788,287496
102232,102967
537632,538352
203533,204250
492808,493525
43187,43898
397871,398585
77620,78343
244326,245037
393716,394418
495119,495821
215268,215979
314356,315070
410326,411040
193520,194231
234815,235538
17689,18415
393716,394415
95297,96008
676710,677418
27292,28012
472965,473667
404047,404746
410326,411034
500751,501429
390250,390958
469056,469737
370276,370987
282277,282967
375458,376169
137082,137772
323757,324453
550438,551131
679507,680215
352705,353389
500751,501420
520415,521084
407427,408105
486838,487498
558973,559666
540564,541248
695100,695781
495119,495791
677414,678089
562632,563319
680211,680886
420196,420868
336,1014
519732,520419
515918,516596
393716,394385
351214,351883
540564,541242
98402,99062
77620,78304
250897,251566
695100,695766
568901,569597
96001,96652
270602,271304
119280,119943
497174,497819
350338,350989
182462,183128
330626,331268
30816,31455
314356,315019
520415,521051
42402,43059
194905,195565
375458,376121
676710,677358
456676,457300
101607,102240
338324,338942
386970,387603
99643,100288
397871,398504
137082,137709
372114,372744
420196,420826
679507,680155
18714,19344
106865,107474
680211,680841
229166,229796
193520,194156
350338,350956
540564,541194
554610,555225
77620,78256
469056,469665
67866,68505
197927,198545
237334,237970
385231,385852
540564,541185
197927,198542
275300,275918
42402,43020
341904,342507
237334,237961
204492,205089
335279,335885
695100,695712
351214,351820
194905,195523
652234,652831
91412,92009
285943,286540
554610,555204
103154,103751
535709,536297
537632,538235
420985,421579
143701,144295
314356,314968
677414,678011
614156,614747
563221,563845
286788,287376
368610,369201
131587,132181
520415,521000
45806,46403
562632,563241
243542,244121
385231,385828
119280,119874
554610,555192
420196,420787
341904,342489
9305,9893
145725,146310
71554,72115
638944,639508
677414,677993
276714,277290
397871,398450
196545,197145
495119,495692
614156,614726
244326,244902
630292,630856
123016,123580
320226,320808
22390,22951
420985,421549
515918,516497
214290,214836
386970,387534
200970,201546
273422,273992
475378,475951
8237,8792
633585,634152
554610,555162
628550,629108
106865,107402
692973,693540
344175,344736
118732,119284
214290,214821
500751,501288
360084,360645
17689,18262
376771,377311
375458,376022
580833,581379
449408,449948
376771,377308
102232,102778
695100,695646
396638,397172
234815,235358
633585,634125
436588,437107
18714,19239
652234,652759
549626,550169
273422,273956
386206,386731
137082,137610
387794,388316
385231,385759
420985,421504
142778,143306
638944,639454
45806,46328
237334,237871
119280,119802
314356,314890
558211,558754
618253,618769
2800,3319
523293,523824
368610,369117
45806,46322
444682,445174
43187,43697
118732,119245
180235,180754
642087,642615
511640,512159
119280,119793
2800,3313
426136,426631
539146,539647
436588,437086
472965,473475
570892,571444
568901,569432
342883,343393
88531,89032
523293,523812
676710,677226
214290,214776
679507,680023
449408,449912
596469,596973
523293,523809
250341,250827
229166,229667
375458,375974
537632,538130
602285,602768
396638,397136
314356,314866
131587,132079
247636,248134
470635,471130
360084,360588
385231,385726
422514,423000
598713,599199
45806,46298
614156,614636
85653,86157
275300,275789
172619,173093
420196,420682
87356,87848
375458,375959
420196,420679
425607,426081
577612,578110
234815,235301
359488,359959
131587,132064
240342,240816
434646,435117
341904,342375
285943,286411
320226,320706
180235,180718
504913,505378
597478,597952
468382,468841
261026,261491
119280,119751
71554,72007
472965,473436
426136,426592
196545,197031
577612,578098
30340,30799
284304,284772
676710,677184
495119,495581
679507,679981
549626,550100
405763,406222
25825,26275
16074,16557
608694,609177
494554,495010
455132,455585
200970,201435
420985,421438
89633,90092
22390,22840
26276,26729
175532,175979
643406,643868
113443,113890
182462,182918
633585,634044
549626,550091
77620,78082
119280,119730
45806,46259
548356,548806
144576,145017
247636,248086
407427,407874
390250,390697
372114,372555
286788,287223
568901,569369
194905,195349
404047,404479
583680,584139
49879,50302
332370,332808
17689,18136
630292,630712
385231,385663
550438,550864
523293,523737
405763,406195
143701,144118
172619,173036
270602,271055
405763,406192
330626,331043
498054,498474
360084,360510
668278,668722
664860,665298
96001,96409
353276,353726
98402,98816
537632,538049
513992,514400
676710,677136
643406,643832
360084,360507
677414,677831
577612,578050
679507,679933
137082,137499
598713,599127
8237,8648
680211,680628
335279,335699
360084,360504
559996,560407
119280,119694
275300,275714
386970,387381
214290,214686
237334,237760
71554,71947
96001,96397
436588,436987
643406,643820
244326,244734
270602,271031
511640,512048
464401,464800
275300,275708
85653,86070
504913,505309
180235,180652
146967,147372
614156,614552
211876,212266
570892,571324
252300,252699
99643,100051
71554,71938
650863,651268
372114,372510
103154,103550
34299,34695
111043,111433
